t_ms,grf_L,copx_L,copy_L,grf_R,copx_R,copy_R,L0,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23
868,522.262,0.5456,0.7575,184.907,0.3909,0.2459,2.281,4.156,3.036,2.392,2.587,9.511,3.459,3.102,9.662,10.601,6.910,2.394,5.805,10.652,17.959,37.512,33.808,14.287,4.887,90.539,108.830,77.618,42.607,17.669,66.405,32.068,9.504,34.008,7.016,4.830,3.955,3.696,4.726,5.598,3.022,0.472,2.673,4.756,0.123,1.180,0.161,0.000,0.333,0.000,0.000,0.000,0.381,0.000
882,523.744,0.5456,0.7586,187.192,0.3951,0.2510,1.799,3.674,3.102,2.879,2.437,9.080,3.724,2.878,9.482,10.921,7.125,2.127,5.885,11.043,18.377,37.861,33.494,14.796,4.237,90.752,109.150,77.513,42.329,19.080,66.171,32.693,9.375,33.317,6.426,5.042,4.403,4.113,5.467,4.918,2.131,1.251,3.307,5.278,0.387,0.000,1.031,0.429,0.000,0.000,0.000,0.440,0.445,0.568
895,523.535,0.5455,0.7554,299.055,0.4117,0.4203,2.361,4.210,3.555,3.001,2.925,10.148,3.574,3.272,9.783,11.007,6.600,1.756,6.236,10.803,18.012,37.590,33.016,14.275,4.294,90.507,108.081,77.691,42.267,18.572,36.906,19.531,8.890,20.525,11.500,20.032,8.231,10.049,28.707,21.018,12.046,4.852,19.403,32.068,2.812,4.499,4.581,3.542,4.489,5.059,8.105,7.906,3.241,1.062
909,0.204,0.5859,0.5807,301.809,0.4111,0.4224,0.000,0.012,0.008,0.000,0.004,0.001,0.022,0.000,0.002,0.025,0.000,0.000,0.000,0.030,0.012,0.036,0.000,0.000,0.009,0.000,0.000,0.026,0.008,0.010,37.084,19.972,8.307,20.380,10.966,19.135,8.236,11.105,29.415,21.541,12.713,4.863,18.992,32.196,3.405,4.545,5.533,3.928,3.386,4.764,9.067,7.462,3.927,0.885
923,0.140,0.6775,0.5155,295.740,0.4112,0.4182,0.000,0.014,0.000,0.014,0.000,0.014,0.008,0.000,0.023,0.000,0.000,0.000,0.004,0.016,0.000,0.000,0.000,0.009,0.000,0.010,0.000,0.000,0.005,0.023,36.568,19.178,9.145,20.891,11.382,19.296,8.384,9.609,29.318,21.115,12.339,5.024,18.671,31.626,2.868,4.591,4.082,3.186,3.852,4.485,8.069,7.467,3.716,0.878
937,0.198,0.5879,0.5085,297.398,0.4090,0.4199,0.000,0.012,0.020,0.000,0.000,0.009,0.000,0.016,0.021,0.038,0.000,0.017,0.000,0.000,0.000,0.019,0.000,0.000,0.025,0.000,0.000,0.000,0.021,0.000,36.931,19.659,8.696,20.275,10.629,20.062,7.991,10.140,29.027,21.700,12.516,4.862,18.844,31.982,3.253,4.370,4.555,3.344,3.205,4.746,8.560,8.094,2.998,0.958
951,0.241,0.6275,0.6141,301.586,0.4103,0.4202,0.000,0.000,0.009,0.000,0.000,0.017,0.015,0.024,0.013,0.000,0.008,0.005,0.006,0.000,0.000,0.024,0.020,0.004,0.034,0.000,0.016,0.009,0.027,0.010,36.903,19.939,9.128,20.661,10.349,19.817,8.206,10.569,29.636,21.490,12.825,4.375,19.769,32.512,3.819,4.493,4.714,3.841,4.017,4.786,8.561,7.441,2.904,0.830
965,0.227,0.5940,0.5080,298.219,0.4127,0.4191,0.000,0.000,0.000,0.014,0.011,0.015,0.027,0.010,0.002,0.015,0.020,0.000,0.025,0.025,0.000,0.027,0.013,0.000,0.009,0.013,0.000,0.001,0.000,0.000,36.643,20.126,8.489,20.836,10.808,19.676,7.772,10.608,29.467,20.673,12.960,5.104,18.348,32.356,2.676,4.055,5.140,3.807,4.147,5.032,7.693,7.853,3.195,0.756
979,0.176,0.5385,0.6855,640.150,0.3959,0.7072,0.000,0.001,0.000,0.000,0.002,0.000,0.000,0.000,0.014,0.033,0.000,0.000,0.005,0.000,0.017,0.029,0.000,0.000,0.000,0.000,0.029,0.007,0.023,0.014,15.299,8.918,4.500,9.209,7.140,15.291,4.897,6.311,19.087,15.626,8.689,4.033,12.447,22.361,11.851,36.850,47.855,30.123,10.566,58.387,92.696,94.939,67.327,35.750
993,0.255,0.6051,0.5138,649.379,0.3959,0.7033,0.044,0.000,0.000,0.005,0.017,0.003,0.000,0.000,0.000,0.017,0.015,0.000,0.000,0.056,0.000,0.051,0.005,0.000,0.007,0.008,0.000,0.000,0.014,0.012,16.223,9.102,6.029,9.939,7.413,14.902,5.780,6.499,19.594,15.877,9.642,3.986,13.404,22.471,11.440,36.821,48.750,30.604,11.233,58.207,93.954,95.126,67.162,35.220
1007,0.058,0.6529,0.4646,641.854,0.3959,0.7055,0.000,0.012,0.000,0.000,0.014,0.000,0.000,0.000,0.000,0.001,0.000,0.007,0.000,0.000,0.000,0.000,0.019,0.000,0.002,0.000,0.004,0.000,0.000,0.000,15.632,8.896,5.048,9.705,6.354,14.377,5.739,7.000,19.659,16.106,9.679,4.272,12.181,21.953,11.427,36.211,48.087,30.970,10.913,56.988,93.609,94.705,67.250,35.093
1020,0.181,0.5469,0.5880,644.835,0.3944,0.7051,0.000,0.015,0.000,0.014,0.000,0.000,0.000,0.002,0.016,0.016,0.000,0.000,0.000,0.024,0.043,0.000,0.000,0.000,0.001,0.032,0.000,0.019,0.000,0.000,16.176,9.859,5.324,9.337,5.743,15.109,6.095,6.472,19.708,16.437,9.816,3.765,12.646,20.816,12.104,36.111,48.193,30.676,10.728,58.233,93.568,95.141,67.632,35.144
1035,0.255,0.5255,0.5005,641.629,0.3949,0.7057,0.000,0.012,0.000,0.028,0.000,0.058,0.046,0.000,0.000,0.000,0.000,0.019,0.000,0.025,0.004,0.000,0.000,0.000,0.000,0.046,0.016,0.000,0.000,0.000,16.453,8.819,5.366,8.659,7.393,14.919,5.857,5.946,19.364,15.538,9.954,3.300,12.489,21.352,11.562,36.719,49.052,30.291,10.039,57.856,93.174,94.741,67.466,35.319
1049,0.218,0.6638,0.5269,646.674,0.3949,0.7048,0.018,0.000,0.000,0.000,0.000,0.001,0.031,0.000,0.017,0.000,0.000,0.000,0.043,0.042,0.000,0.029,0.000,0.000,0.009,0.004,0.000,0.021,0.004,0.000,16.378,9.676,5.070,9.266,5.957,14.940,6.424,6.231,19.659,16.795,9.933,3.801,13.220,21.267,11.257,36.429,49.060,30.247,11.135,58.340,93.547,94.949,67.617,35.475
1062,0.273,0.5737,0.6088,646.762,0.3961,0.7057,0.000,0.007,0.005,0.020,0.001,0.008,0.025,0.000,0.000,0.000,0.020,0.000,0.044,0.005,0.025,0.000,0.005,0.000,0.011,0.030,0.033,0.000,0.010,0.022,17.121,8.723,4.738,9.657,6.398,14.351,5.615,6.456,19.471,16.620,9.561,3.336,13.226,21.682,11.193,36.240,48.716,31.358,11.533,57.844,93.887,95.270,67.943,35.824
1076,0.231,0.5825,0.6285,524.930,0.3558,0.7548,0.000,0.010,0.000,0.000,0.010,0.018,0.016,0.000,0.000,0.000,0.000,0.029,0.027,0.008,0.000,0.004,0.003,0.000,0.000,0.044,0.004,0.030,0.026,0.000,4.167,2.908,2.588,3.354,3.325,9.770,3.304,3.233,9.433,11.376,6.869,2.745,6.784,10.654,16.991,37.048,34.060,14.746,4.365,87.637,113.425,81.347,39.649,15.150
1090,0.242,0.6273,0.5209,522.116,0.3565,0.7577,0.012,0.027,0.022,0.007,0.000,0.000,0.028,0.000,0.007,0.000,0.000,0.022,0.000,0.003,0.000,0.016,0.011,0.019,0.021,0.000,0.011,0.000,0.006,0.030,3.674,2.468,1.918,2.614,3.303,10.204,3.425,3.175,9.899,10.798,6.399,2.200,5.850,10.762,16.879,36.529,34.438,15.830,4.081,87.940,113.197,81.093,39.232,16.209
1104,0.183,0.5199,0.5362,521.069,0.3542,0.7559,0.018,0.000,0.004,0.000,0.000,0.000,0.009,0.035,0.006,0.036,0.000,0.000,0.000,0.000,0.009,0.000,0.036,0.000,0.000,0.022,0.000,0.008,0.000,0.000,3.590,3.136,2.496,2.587,3.500,10.438,3.357,3.016,9.638,11.335,7.067,2.491,6.258,9.942,17.102,37.394,33.031,14.266,4.437,88.526,112.972,80.704,39.268,14.519
1118,186.382,0.5935,0.2501,519.328,0.3564,0.7592,38.014,60.161,8.007,34.243,8.021,5.494,4.105,3.248,5.191,3.807,3.046,0.912,3.142,5.387,1.230,0.000,0.520,0.513,0.506,0.000,0.679,0.000,0.000,0.156,2.626,2.273,2.215,2.298,3.132,9.735,4.007,3.102,9.528,10.953,5.466,2.044,6.492,10.725,16.949,37.212,33.457,16.261,4.990,88.504,112.297,80.344,39.829,14.889
1138,184.627,0.5885,0.2452,521.404,0.3570,0.7556,38.349,60.627,8.366,33.628,7.447,5.692,3.877,2.914,4.974,5.115,3.131,1.140,2.750,4.705,0.687,0.584,0.486,0.000,0.095,0.000,0.000,0.000,0.059,0.000,3.804,3.065,2.123,2.299,3.092,10.223,3.102,3.441,10.399,10.721,6.323,2.710,7.283,11.029,16.577,36.922,34.078,14.459,4.250,87.355,112.694,80.648,39.198,15.607
1152,186.798,0.5914,0.2496,523.239,0.3561,0.7554,39.175,59.300,8.599,34.023,8.413,5.066,3.467,3.010,5.188,5.154,3.865,0.754,2.628,5.255,0.605,0.059,0.000,0.402,0.618,0.233,0.000,0.000,0.183,0.800,4.590,3.012,2.488,3.235,2.499,9.758,4.012,2.751,9.835,10.474,6.483,1.986,6.616,10.753,17.071,37.269,33.820,15.638,4.754,88.139,112.974,80.595,38.931,15.557
1166,292.706,0.6187,0.4189,519.676,0.3567,0.7563,21.682,34.521,8.611,19.807,9.113,19.582,8.662,10.610,29.409,21.064,12.731,3.691,17.181,32.785,3.234,4.602,4.053,3.388,4.083,3.142,7.849,7.489,4.861,0.557,3.266,3.022,2.753,3.005,3.201,9.560,3.935,3.443,9.649,10.154,6.933,2.098,6.077,10.907,16.003,37.079,33.697,15.344,3.967,87.565,112.864,80.343,39.122,15.692
1180,294.450,0.6177,0.4202,0.249,0.4331,0.6130,21.479,34.248,8.820,19.993,10.087,19.251,7.889,10.653,29.217,21.211,13.508,4.346,17.942,31.572,3.068,5.250,4.690,2.698,4.277,3.675,7.468,7.897,4.417,0.795,0.000,0.010,0.021,0.000,0.000,0.000,0.004,0.015,0.000,0.009,0.021,0.005,0.017,0.030,0.000,0.000,0.000,0.000,0.016,0.009,0.024,0.029,0.018,0.020
1194,297.693,0.6165,0.4192,0.180,0.4008,0.4834,20.880,34.856,8.500,20.442,10.046,20.681,8.405,10.339,29.114,21.955,14.025,5.102,18.379,32.119,3.495,4.474,3.982,3.139,3.990,3.698,6.801,8.658,4.093,0.520,0.000,0.013,0.052,0.000,0.001,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.016,0.016,0.000,0.012,0.052,0.000,0.014,0.000,0.000,0.000,0.000,0.000
1209,299.984,0.6186,0.4225,0.160,0.2993,0.5022,21.766,34.550,8.602,20.845,9.835,20.007,8.264,10.236,29.324,20.912,13.532,5.066,18.095,32.591,2.593,5.446,4.754,3.436,4.514,4.079,7.693,8.170,4.226,1.449,0.016,0.000,0.020,0.011,0.000,0.022,0.000,0.000,0.000,0.000,0.003,0.000,0.008,0.016,0.042,0.000,0.000,0.000,0.000,0.000,0.000,0.022,0.000,0.000
1222,298.276,0.6172,0.4198,0.139,0.5033,0.5474,21.634,35.070,8.593,20.589,10.179,19.851,8.027,10.707,29.736,21.961,12.836,4.605,17.892,31.980,3.377,5.085,4.638,2.790,3.968,3.656,8.223,7.855,3.605,1.419,0.000,0.000,0.000,0.012,0.012,0.010,0.000,0.000,0.029,0.000,0.001,0.000,0.001,0.014,0.000,0.001,0.010,0.017,0.000,0.000,0.000,0.000,0.030,0.002
1236,295.415,0.6184,0.4179,0.142,0.4132,0.5732,21.477,35.072,8.537,20.770,9.486,19.418,8.286,11.516,29.095,21.269,12.440,5.058,17.718,32.369,3.185,4.920,4.453,2.815,3.884,3.330,6.951,8.699,4.429,0.238,0.000,0.015,0.006,0.000,0.005,0.008,0.000,0.000,0.019,0.000,0.005,0.000,0.000,0.000,0.010,0.000,0.040,0.000,0.000,0.000,0.000,0.022,0.012,0.000
1249,642.420,0.5911,0.7051,0.227,0.3883,0.5346,9.318,15.486,5.302,9.755,6.354,14.794,5.778,6.574,19.331,16.048,10.610,3.905,12.482,21.819,11.470,37.390,48.233,29.353,10.271,52.516,87.642,94.350,73.020,40.620,0.032,0.036,0.000,0.000,0.000,0.000,0.000,0.000,0.008,0.011,0.000,0.027,0.012,0.000,0.023,0.000,0.003,0.000,0.000,0.006,0.013,0.029,0.024,0.002
1264,643.365,0.5897,0.7061,0.151,0.4237,0.6549,9.731,15.553,5.789,9.084,5.302,14.832,5.357,6.913,19.339,16.168,10.317,3.562,11.944,21.368,12.823,37.507,49.358,29.040,10.592,52.102,88.581,95.449,72.492,40.162,0.000,0.000,0.001,0.000,0.000,0.000,0.005,0.000,0.010,0.025,0.001,0.022,0.006,0.000,0.000,0.001,0.000,0.000,0.021,0.013,0.008,0.000,0.008,0.029
1278,643.863,0.5901,0.7055,0.146,0.4059,0.5693,9.993,15.552,5.436,9.223,5.059,14.358,5.701,6.947,19.733,16.929,9.741,4.095,12.530,22.018,12.436,37.979,48.441,29.045,9.787,52.403,88.133,95.119,72.576,40.629,0.000,0.000,0.001,0.000,0.000,0.014,0.000,0.020,0.000,0.000,0.019,0.008,0.027,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.029,0.001,0.009,0.000
1292,643.945,0.5905,0.7071,0.113,0.4046,0.6140,9.055,15.780,5.225,9.383,5.348,14.385,5.038,7.008,20.249,16.208,10.128,3.525,12.085,21.311,12.713,38.829,48.325,28.633,9.930,52.168,88.104,96.088,73.138,41.288,0.000,0.000,0.022,0.000,0.000,0.000,0.007,0.002,0.000,0.000,0.000,0.000,0.027,0.000,0.000,0.000,0.000,0.002,0.000,0.006,0.014,0.013,0.000,0.019
1305,648.187,0.5911,0.7044,0.189,0.3506,0.6572,9.720,16.012,5.512,8.874,6.010,15.507,5.899,6.872,19.705,16.293,10.115,3.796,12.963,22.791,11.751,37.972,48.418,29.353,10.559,53.205,87.894,95.623,72.573,40.769,0.000,0.000,0.000,0.013,0.005,0.016,0.000,0.000,0.000,0.000,0.017,0.005,0.000,0.012,0.000,0.016,0.023,0.000,0.006,0.029,0.039,0.000,0.000,0.008
1319,641.163,0.5907,0.7063,0.115,0.2847,0.5316,8.888,15.470,5.764,9.282,6.212,14.570,5.777,7.011,19.510,15.916,9.718,3.688,11.929,21.607,11.765,37.451,48.343,29.063,10.054,52.882,88.073,95.555,72.313,40.323,0.000,0.007,0.000,0.000,0.000,0.030,0.024,0.000,0.000,0.000,0.000,0.012,0.000,0.000,0.016,0.000,0.001,0.000,0.000,0.011,0.000,0.000,0.014,0.000
1333,642.836,0.5905,0.7068,0.208,0.4352,0.4923,9.612,15.085,4.801,9.655,5.387,14.588,5.361,7.049,19.593,16.023,9.865,4.413,12.483,22.006,12.711,37.496,48.374,28.161,10.017,52.999,88.244,94.952,72.898,41.063,0.025,0.008,0.000,0.014,0.004,0.002,0.000,0.000,0.009,0.000,0.038,0.000,0.031,0.019,0.006,0.003,0.023,0.000,0.003,0.000,0.000,0.000,0.000,0.024
1347,643.802,0.5906,0.7068,0.188,0.3074,0.5547,9.043,15.901,5.736,9.296,5.303,14.851,5.412,6.674,19.323,16.060,10.425,3.135,12.161,21.841,12.122,37.632,48.026,29.401,10.786,52.495,88.467,96.325,72.686,40.701,0.026,0.000,0.000,0.003,0.000,0.000,0.000,0.027,0.000,0.023,0.017,0.000,0.000,0.000,0.024,0.012,0.000,0.026,0.000,0.020,0.012,0.000,0.000,0.000
1361,523.830,0.5450,0.7560,0.224,0.4335,0.5317,2.447,4.472,3.355,2.809,3.130,10.224,3.714,3.058,8.792,10.579,6.732,2.599,6.200,10.417,17.572,38.133,33.257,14.068,4.302,90.129,109.388,77.715,42.479,18.259,0.033,0.000,0.000,0.007,0.026,0.000,0.000,0.024,0.000,0.000,0.006,0.000,0.012,0.024,0.007,0.000,0.000,0.000,0.017,0.000,0.067,0.000,0.001,0.000
1375,525.051,0.5454,0.7570,0.142,0.3236,0.5504,2.276,4.415,2.385,2.606,2.426,10.295,3.652,2.593,10.332,11.634,7.174,2.408,5.720,10.204,17.445,38.022,33.007,14.895,4.665,90.613,109.581,77.855,42.496,18.352,0.000,0.001,0.005,0.000,0.000,0.000,0.023,0.005,0.000,0.048,0.003,0.006,0.000,0.012,0.000,0.007,0.000,0.004,0.000,0.000,0.000,0.000,0.028,0.000
1388,521.311,0.5450,0.7576,189.992,0.3964,0.2546,2.660,4.516,2.878,2.194,2.070,10.207,3.244,3.469,9.919,10.347,6.247,1.864,6.456,10.248,17.828,37.992,33.578,14.175,3.759,91.087,108.552,77.399,41.985,18.636,65.844,32.300,9.668,34.447,7.402,5.333,3.527,3.694,5.105,4.593,2.755,1.721,3.333,6.013,0.465,0.693,0.000,0.811,1.021,0.522,0.118,0.000,0.276,0.353
1403,524.693,0.5461,0.7573,188.950,0.3941,0.2549,1.709,3.573,3.349,2.682,2.607,10.307,3.134,3.030,10.155,10.595,6.979,2.732,6.193,11.249,18.182,37.295,32.671,14.786,4.813,90.745,109.266,78.030,42.404,18.208,66.347,32.184,9.686,33.247,6.772,4.980,4.074,3.519,5.041,4.996,3.207,1.823,3.507,5.428,0.427,0.736,0.000,0.296,1.252,0.000,0.551,0.022,0.856,0.000
1416,523.601,0.5450,0.7560,186.963,0.3946,0.2512,2.516,4.247,3.291,3.074,2.157,9.846,3.826,3.137,9.847,10.942,6.236,2.979,6.182,10.165,18.599,37.760,32.759,14.158,4.764,90.651,108.512,77.068,42.353,18.531,65.636,32.638,9.408,34.558,6.474,4.419,3.470,3.840,5.058,5.230,3.234,1.169,2.946,5.218,0.453,0.134,1.379,0.540,0.429,0.000,0.000,0.284,0.000,0.447
1430,522.695,0.5461,0.7577,189.455,0.3928,0.2519,1.527,5.052,2.421,2.243,2.698,9.181,3.430,3.668,9.611,11.222,6.956,2.175,6.442,11.015,17.852,37.765,32.631,14.180,4.002,90.959,109.158,77.699,42.138,18.671,66.457,32.699,8.919,34.161,6.250,5.881,4.238,3.804,5.794,6.113,2.577,0.883,2.367,5.956,0.664,0.627,0.000,0.608,0.990,0.000,0.000,0.353,0.000,0.114
1444,520.693,0.5452,0.7570,298.867,0.4107,0.4204,1.047,4.746,2.958,3.250,3.120,9.934,3.101,3.151,9.509,11.258,7.023,1.986,5.413,10.598,17.525,37.869,32.828,14.679,4.545,91.288,107.974,77.443,41.625,17.821,36.501,20.049,8.647,21.030,10.837,19.671,7.744,10.273,28.856,21.321,12.424,4.761,18.754,32.670,3.812,4.177,5.182,3.952,3.336,4.766,7.911,7.825,3.911,0.458
1459,0.162,0.5969,0.5726,297.697,0.4100,0.4218,0.000,0.020,0.000,0.023,0.000,0.002,0.006,0.000,0.008,0.011,0.000,0.001,0.008,0.000,0.000,0.008,0.000,0.000,0.014,0.019,0.017,0.000,0.024,0.000,37.089,19.741,7.680,20.374,10.762,19.656,7.870,9.832,29.046,21.892,12.080,5.167,18.869,31.888,3.146,5.421,4.584,3.737,3.326,4.803,8.566,7.475,3.664,1.027
1472,0.212,0.6714,0.5293,299.729,0.4123,0.4188,0.018,0.000,0.000,0.004,0.038,0.007,0.010,0.026,0.000,0.000,0.001,0.000,0.000,0.021,0.015,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.015,0.050,36.922,20.091,8.739,20.721,10.399,19.692,8.095,10.355,29.843,21.318,12.990,5.091,19.325,32.413,2.618,4.673,4.388,3.230,4.382,4.739,7.719,7.077,4.047,0.862
1486,0.163,0.5164,0.4963,294.028,0.4122,0.4179,0.015,0.005,0.000,0.027,0.000,0.031,0.012,0.000,0.000,0.000,0.000,0.000,0.012,0.000,0.000,0.028,0.000,0.000,0.000,0.010,0.000,0.024,0.000,0.000,36.990,18.939,8.434,20.371,11.059,18.739,7.717,10.015,28.951,21.748,12.201,4.424,19.511,32.954,3.177,4.511,4.185,3.210,3.307,4.101,7.840,7.324,3.376,0.944
1500,0.243,0.5868,0.6002,298.320,0.4099,0.4188,0.007,0.004,0.007,0.000,0.000,0.001,0.025,0.000,0.022,0.000,0.026,0.018,0.000,0.000,0.018,0.012,0.008,0.032,0.000,0.018,0.000,0.009,0.021,0.015,36.793,19.452,9.002,20.228,10.789,20.277,8.123,11.069,29.468,21.179,12.637,4.700,18.549,32.200,2.489,4.906,4.781,3.846,3.576,4.965,8.763,7.133,3.265,0.131
1514,0.177,0.6484,0.5618,296.336,0.4130,0.4183,0.000,0.000,0.000,0.002,0.009,0.023,0.004,0.000,0.032,0.000,0.000,0.019,0.000,0.000,0.002,0.016,0.000,0.043,0.004,0.000,0.000,0.016,0.000,0.007,36.802,19.956,8.803,20.210,10.462,19.266,8.757,10.559,28.917,20.330,12.545,4.908,18.344,32.772,3.071,4.524,4.328,3.414,4.575,4.237,7.790,7.076,3.931,0.759
1527,0.174,0.6514,0.4209,644.490,0.3964,0.7058,0.000,0.001,0.030,0.000,0.047,0.000,0.000,0.000,0.025,0.000,0.024,0.000,0.000,0.011,0.009,0.000,0.000,0.022,0.000,0.000,0.000,0.000,0.005,0.000,16.114,8.559,4.183,9.914,6.905,14.597,5.111,6.521,20.285,16.225,9.404,4.075,13.243,22.000,11.842,35.903,48.470,30.713,10.815,58.438,92.581,94.977,67.896,35.718
1542,0.197,0.5514,0.5857,644.672,0.3948,0.7060,0.010,0.000,0.014,0.000,0.000,0.008,0.004,0.021,0.002,0.013,0.008,0.000,0.027,0.000,0.019,0.000,0.005,0.003,0.000,0.000,0.021,0.021,0.021,0.000,16.309,8.606,5.059,9.187,6.406,15.400,4.683,6.326,19.949,16.189,10.263,4.053,13.034,21.365,11.970,36.430,48.577,30.187,10.884,57.720,94.168,95.057,67.520,35.333
1555,0.184,0.5828,0.5353,644.835,0.3956,0.7055,0.000,0.018,0.000,0.000,0.019,0.015,0.000,0.000,0.000,0.005,0.008,0.029,0.004,0.000,0.020,0.007,0.000,0.041,0.000,0.011,0.000,0.006,0.000,0.000,16.764,9.382,4.926,9.205,7.022,14.598,5.212,6.125,19.495,16.501,9.659,4.236,12.853,21.082,11.182,36.148,48.483,30.181,11.102,58.281,93.527,95.423,67.657,35.789
1569,0.268,0.6013,0.6512,645.420,0.3946,0.7060,0.000,0.000,0.010,0.000,0.024,0.008,0.007,0.000,0.011,0.010,0.000,0.003,0.000,0.008,0.000,0.015,0.000,0.048,0.023,0.059,0.027,0.000,0.000,0.013,16.551,8.809,5.290,9.130,6.835,15.087,5.026,6.765,18.647,16.527,9.853,3.264,12.348,21.353,12.223,36.447,49.272,30.944,11.242,58.094,93.687,95.012,67.470,35.544
1583,0.180,0.6738,0.4517,644.433,0.3952,0.7060,0.000,0.000,0.000,0.057,0.000,0.011,0.007,0.003,0.042,0.000,0.001,0.000,0.024,0.001,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.011,0.000,0.022,16.989,9.184,5.367,8.947,6.584,14.765,5.944,6.321,19.188,15.614,9.401,2.874,12.643,21.757,11.553,36.657,47.976,31.172,10.365,58.298,94.161,95.981,67.107,35.586
1597,0.277,0.6232,0.6052,641.968,0.3961,0.7058,0.018,0.000,0.014,0.000,0.000,0.003,0.000,0.014,0.000,0.000,0.023,0.000,0.026,0.031,0.024,0.000,0.000,0.007,0.042,0.025,0.000,0.031,0.013,0.007,16.762,9.151,4.027,9.040,6.211,14.784,5.708,6.763,19.519,15.734,9.483,3.482,12.705,21.941,11.917,35.640,49.179,30.736,11.387,57.485,93.444,94.363,67.419,35.089
1611,0.189,0.5346,0.5980,645.057,0.3946,0.7049,0.017,0.000,0.014,0.000,0.028,0.014,0.000,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.015,0.000,0.000,0.007,0.041,0.019,0.000,0.028,0.000,16.204,9.055,5.797,9.793,6.217,14.522,6.047,6.561,19.029,16.756,10.115,3.853,12.842,21.229,11.405,36.620,48.590,30.183,10.755,57.952,93.342,94.613,68.111,35.466
1624,0.143,0.6578,0.5348,644.861,0.3949,0.7059,0.012,0.016,0.000,0.002,0.000,0.000,0.004,0.000,0.017,0.000,0.000,0.000,0.001,0.015,0.000,0.017,0.000,0.019,0.018,0.021,0.000,0.000,0.000,0.000,15.686,9.800,5.278,9.137,6.252,14.756,5.718,6.584,19.280,16.142,10.028,4.309,12.091,21.291,11.670,36.750,48.500,30.646,10.778,58.369,93.526,94.930,68.229,35.111
1638,0.157,0.5537,0.6607,521.782,0.3566,0.7563,0.000,0.000,0.003,0.000,0.014,0.016,0.000,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.018,0.009,0.010,0.000,0.000,0.000,0.032,0.012,0.025,0.004,3.863,2.648,1.777,3.046,3.207,9.885,3.723,3.889,9.986,10.726,6.877,1.783,6.269,11.260,16.289,37.002,33.354,15.028,4.102,88.369,113.095,80.973,39.017,15.614
1652,0.146,0.6190,0.5923,522.261,0.3554,0.7559,0.013,0.000,0.006,0.015,0.009,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.014,0.000,0.000,0.021,0.000,0.004,0.039,0.000,0.010,3.316,3.166,2.411,3.341,3.167,10.176,3.543,2.318,10.086,11.081,6.558,2.984,6.191,10.704,16.699,37.195,34.085,14.643,3.965,88.295,113.230,80.994,39.109,15.003
1667,188.463,0.5904,0.2513,521.149,0.3553,0.7569,39.037,59.463,8.401,34.048,7.825,5.182,4.119,3.770,5.153,5.839,3.263,0.543,2.971,5.813,0.706,0.675,0.296,0.316,0.455,0.115,0.000,0.299,0.000,0.174,3.937,2.664,1.909,2.752,2.709,10.645,3.461,2.499,10.208,11.368,6.559,2.110,6.068,11.006,16.318,37.073,34.211,15.218,3.837,88.729,112.584,80.582,39.122,15.582
1680,186.042,0.5922,0.2469,522.505,0.3563,0.7564,38.259,59.535,7.782,34.322,8.622,5.248,4.043,3.410,5.023,6.521,2.947,0.785,2.883,5.484,0.152,0.000,0.000,0.225,0.653,0.000,0.000,0.000,0.000,0.150,3.262,3.040,2.097,2.864,3.353,10.100,3.249,3.001,9.173,11.558,7.170,1.648,7.297,10.625,16.527,37.253,33.817,16.070,4.525,87.536,112.917,80.629,39.362,15.430
1694,187.199,0.5928,0.2521,527.155,0.3566,0.7541,38.035,60.262,8.055,33.516,7.888,4.855,4.686,3.508,4.040,4.665,3.542,1.480,3.550,5.915,0.688,0.930,0.091,0.000,0.784,0.000,0.000,0.264,0.223,0.222,3.566,3.391,2.902,2.691,3.549,10.084,3.770,3.369,9.588,11.109,7.305,2.654,7.055,10.564,16.726,37.126,34.079,15.611,4.459,88.148,112.735,80.850,40.107,15.718
1708,186.140,0.5928,0.2497,521.712,0.3565,0.7574,38.809,60.753,7.446,33.427,7.173,5.125,4.168,4.032,5.226,4.890,2.979,0.645,2.993,5.089,0.812,0.234,0.369,0.000,0.990,0.466,0.000,0.000,0.000,0.516,3.847,3.056,1.345,3.291,3.160,9.019,3.609,3.034,9.152,10.949,6.120,2.454,6.421,11.026,17.353,37.633,33.626,14.875,5.146,88.529,112.493,80.920,39.551,15.105
1722,296.474,0.6165,0.4232,528.744,0.3563,0.7543,22.577,34.460,8.362,19.667,8.938,19.300,7.582,10.469,29.024,22.094,12.368,4.966,17.928,32.758,3.263,5.418,5.248,2.115,3.912,3.655,7.969,8.843,4.438,1.119,4.068,3.352,2.885,3.325,2.894,10.031,3.398,2.985,10.011,11.296,7.178,2.381,6.347,10.935,17.394,36.933,34.509,15.268,4.773,88.321,113.190,81.393,40.174,15.704
